0.0004375,0.25047,0.00043035,0.25005,0.0004127,0.25004,0.00043124,0.25004,0.00043931,0.25004,0.00044342,0.25004,0.00044573,0.25004,0.00044714,0.25004,0.00044794,0.25004,0.00044846,0.25004,0.00044855,0.25004,0.00044883,0.25004,0.00044894,0.25004,0.00044901,0.25004,0.00044897,0.25004,0.000449,0.25004,0.00044901,0.25004,0.00044903,0.25004,0.00044898,0.25004,0.00044899,0.25004,0.00044903,0.25004
0.0039375,0.25422,0.0038731,0.25043,0.0037143,0.25037,0.0038811,0.25037,0.0039537,0.25036,0.0039908,0.25035,0.0040116,0.25035,0.0040243,0.25035,0.0040314,0.25035,0.0040361,0.25034,0.0040369,0.25034,0.0040395,0.25037,0.0040404,0.25034,0.0040411,0.25035,0.0040407,0.25034,0.004041,0.25034,0.0040411,0.25034,0.0040413,0.25034,0.0040409,0.25034,0.0040409,0.25034,0.0040412,0.25034
0.0083125,0.25891,0.0081766,0.25092,0.0078414,0.2508,0.0081935,0.25078,0.0083468,0.25076,0.008425,0.25075,0.0084689,0.25075,0.0084957,0.25074,0.0085108,0.25074,0.0085207,0.25074,0.0085224,0.25074,0.0085278,0.25079,0.0085298,0.25073,0.0085312,0.25074,0.0085304,0.25074,0.0085309,0.25074,0.0085311,0.25074,0.0085315,0.25074,0.0085307,0.25073,0.0085308,0.25073,0.0085315,0.25074
0.012687,0.26359,0.01248,0.25142,0.011968,0.25124,0.012506,0.25121,0.01274,0.25118,0.012859,0.25116,0.012926,0.25115,0.012967,0.25115,0.01299,0.25115,0.013005,0.25114,0.013008,0.25114,0.013016,0.25121,0.013019,0.25113,0.013021,0.25115,0.01302,0.25114,0.013021,0.25114,0.013021,0.25114,0.013022,0.25114,0.013021,0.25114,0.013021,0.25113,0.013022,0.25114
0.017062,0.26828,0.016784,0.25194,0.016095,0.25169,0.016818,0.25165,0.017133,0.25161,0.017293,0.25158,0.017384,0.25157,0.017439,0.25156,0.01747,0.25156,0.01749,0.25156,0.017493,0.25155,0.017504,0.25163,0.017509,0.25155,0.017511,0.25156,0.01751,0.25155,0.017511,0.25155,0.017511,0.25155,0.017512,0.25155,0.01751,0.25155,0.017511,0.25154,0.017512,0.25155
0.021437,0.27297,0.021087,0.25248,0.020222,0.25215,0.021131,0.2521,0.021526,0.25205,0.021728,0.25202,0.021841,0.252,0.02191,0.25199,0.021949,0.25199,0.021975,0.25198,0.021979,0.25197,0.021993,0.25208,0.021998,0.25197,0.022001,0.25198,0.022,0.25197,0.022001,0.25197,0.022001,0.25197,0.022002,0.25197,0.022,0.25197,0.022001,0.25196,0.022002,0.25197
0.025813,0.27766,0.025391,0.25304,0.024349,0.25262,0.025443,0.25256,0.025919,0.2525,0.026162,0.25246,0.026298,0.25244,0.026381,0.25242,0.026428,0.25242,0.026459,0.25242,0.026464,0.25241,0.026481,0.25253,0.026487,0.2524,0.026492,0.25241,0.026489,0.2524,0.026491,0.2524,0.026491,0.2524,0.026493,0.25241,0.02649,0.25239,0.02649,0.2524,0.026493,0.2524
0.030187,0.28234,0.029694,0.25361,0.028476,0.25311,0.029755,0.25304,0.030312,0.25296,0.030596,0.25291,0.030755,0.25288,0.030853,0.25287,0.030908,0.25287,0.030944,0.25286,0.03095,0.25285,0.030969,0.25301,0.030977,0.25284,0.030982,0.25284,0.030979,0.25284,0.030981,0.25285,0.030982,0.25285,0.030983,0.25285,0.03098,0.25282,0.03098,0.25284,0.030983,0.25285
0.034562,0.28703,0.033998,0.2542,0.032604,0.25361,0.034068,0.25352,0.034705,0.25344,0.03503,0.25338,0.035213,0.25334,0.035324,0.25332,0.035387,0.25332,0.035428,0.25332,0.035435,0.2533,0.035458,0.25349,0.035466,0.25329,0.035472,0.25328,0.035469,0.2533,0.035471,0.2533,0.035472,0.2533,0.035473,0.2533,0.03547,0.25326,0.03547,0.25328,0.035473,0.2533
0.038937,0.29172,0.038301,0.25481,0.036731,0.25412,0.03838,0.25402,0.039098,0.25392,0.039465,0.25385,0.03967,0.25381,0.039796,0.25379,0.039866,0.25379,0.039913,0.25379,0.039921,0.25377,0.039946,0.25397,0.039955,0.25375,0.039962,0.25373,0.039958,0.25376,0.039961,0.25377,0.039962,0.25376,0.039964,0.25377,0.03996,0.25372,0.03996,0.25374,0.039963,0.25377
0.043312,0.29641,0.042605,0.25544,0.040858,0.25465,0.042693,0.25453,0.043491,0.25442,0.043899,0.25434,0.044127,0.2543,0.044267,0.25427,0.044346,0.25427,0.044398,0.25427,0.044406,0.25424,0.044434,0.25446,0.044445,0.25423,0.044452,0.25419,0.044448,0.25423,0.044451,0.25425,0.044452,0.25424,0.044454,0.25424,0.044449,0.25419,0.04445,0.25422,0.044454,0.25426
0.047688,0.30109,0.046908,0.25609,0.044985,0.25519,0.047005,0.25506,0.047884,0.25493,0.048333,0.25484,0.048585,0.25479,0.048739,0.25476,0.048825,0.25476,0.048882,0.25475,0.048892,0.25473,0.048922,0.25494,0.048934,0.25471,0.048942,0.25465,0.048938,0.25472,0.04894,0.25475,0.048942,0.25472,0.048944,0.25473,0.048939,0.25467,0.04894,0.2547,0.048944,0.25475
