0.0017716,0.25,0.001379,0.25024,0.001512,0.25021,0.001615,0.25021,0.001684,0.25021,0.0017211,0.25021,0.0017407,0.25021,0.0017496,0.25021,0.0017558,0.25021,0.0017583,0.25021,0.0017604,0.25021,0.0017716,0.25009
0.015945,0.26003,0.012411,0.25124,0.013608,0.25109,0.014535,0.25106,0.015156,0.25106,0.01549,0.25106,0.015666,0.25106,0.015746,0.25107,0.015803,0.25107,0.015825,0.25107,0.015843,0.25107,0.015945,0.25093
0.033661,0.27257,0.0262,0.25255,0.028728,0.25224,0.030685,0.25218,0.031996,0.25219,0.032701,0.2522,0.033073,0.2522,0.033242,0.2522,0.033361,0.2522,0.033408,0.2522,0.033447,0.2522,0.033661,0.25205
0.051377,0.28512,0.03999,0.25393,0.043848,0.25346,0.046835,0.25337,0.048836,0.25338,0.049912,0.2534,0.050479,0.2534,0.050738,0.2534,0.050919,0.25341,0.050991,0.25341,0.051051,0.25341,0.051377,0.25325
0.069093,0.29766,0.053779,0.25539,0.058968,0.25474,0.062985,0.25463,0.065676,0.25465,0.067123,0.25466,0.067886,0.25467,0.068234,0.25468,0.068478,0.25468,0.068575,0.25468,0.068654,0.25468,0.069093,0.25452
0.086809,0.3102,0.067569,0.25693,0.074089,0.2561,0.079135,0.25596,0.082516,0.25598,0.084334,0.25601,0.085292,0.25602,0.08573,0.25603,0.086036,0.25603,0.086158,0.25603,0.086258,0.25603,0.086809,0.25586
0.10453,0.32274,0.081359,0.25854,0.089209,0.25752,0.095285,0.25735,0.099356,0.25739,0.10155,0.25742,0.1027,0.25744,0.10323,0.25745,0.10359,0.25745,0.10374,0.25746,0.10386,0.25745,0.10453,0.25728
0.12224,0.33528,0.095148,0.26024,0.10433,0.25902,0.11143,0.25882,0.1162,0.25887,0.11876,0.25891,0.12011,0.25893,0.12072,0.25894,0.12115,0.25895,0.12132,0.25896,0.12147,0.25895,0.12224,0.25878
0.13996,0.34782,0.10894,0.26202,0.11945,0.26059,0.12758,0.26036,0.13304,0.26042,0.13597,0.26048,0.13751,0.2605,0.13822,0.26052,0.13871,0.26053,0.13891,0.26053,0.13907,0.26053,0.13996,0.26035
0.15767,0.36037,0.12273,0.26389,0.13457,0.26224,0.14373,0.26198,0.14988,0.26205,0.15318,0.26212,0.15492,0.26216,0.15571,0.26217,0.15627,0.26219,0.15649,0.26219,0.15667,0.26219,0.15767,0.26201
0.17539,0.37291,0.13652,0.26585,0.14969,0.26397,0.15988,0.26367,0.16672,0.26377,0.17039,0.26385,0.17233,0.26389,0.17321,0.26391,0.17383,0.26393,0.17407,0.26393,0.17428,0.26393,0.17539,0.26375
0.19311,0.38545,0.15031,0.2679,0.16481,0.26577,0.17603,0.26545,0.18356,0.26556,0.1876,0.26565,0.18973,0.26571,0.19071,0.26572,0.19139,0.26575,0.19166,0.26576,0.19188,0.26575,0.19311,0.26558
0.21082,0.39799,0.1641,0.27004,0.17993,0.26766,0.19218,0.2673,0.2004,0.26744,0.20481,0.26754,0.20714,0.26761,0.2082,0.26763,0.20894,0.26766,0.20924,0.26767,0.20948,0.26767,0.21082,0.26749
0.22854,0.41053,0.17789,0.27228,0.19505,0.26963,0.20833,0.26924,0.21724,0.2694,0.22202,0.26952,0.22455,0.2696,0.2257,0.26962,0.2265,0.26966,0.22682,0.26967,0.22709,0.26967,0.22854,0.26949
0.24625,0.42307,0.19168,0.27462,0.21017,0.2717,0.22448,0.27126,0.23408,0.27145,0.23923,0.27159,0.24195,0.27168,0.24319,0.2717,0.24406,0.27175,0.24441,0.27176,0.24469,0.27176,0.24625,0.27158
0.26397,0.43562,0.20547,0.27706,0.22529,0.27385,0.24063,0.27338,0.25092,0.27359,0.25645,0.27375,0.25936,0.27386,0.26069,0.27387,0.26162,0.27394,0.26199,0.27394,0.26229,0.27394,0.26397,0.27378
0.28169,0.44816,0.21925,0.27961,0.24041,0.27609,0.25678,0.27558,0.26776,0.27582,0.27366,0.27601,0.27677,0.27613,0.27819,0.27614,0.27918,0.27622,0.27957,0.27622,0.2799,0.27622,0.28169,0.27606
0.2994,0.4607,0.23304,0.28227,0.25553,0.27843,0.27293,0.27788,0.2846,0.27815,0.29087,0.27836,0.29417,0.27849,0.29568,0.27851,0.29674,0.27859,0.29716,0.2786,0.2975,0.2786,0.2994,0.27845
0.31712,0.47324,0.24683,0.28504,0.27065,0.28087,0.28908,0.28027,0.30144,0.28058,0.30808,0.28082,0.31158,0.28096,0.31318,0.28098,0.3143,0.28108,0.31474,0.28108,0.3151,0.28109,0.31712,0.28094
0.33483,0.48578,0.26062,0.28793,0.28577,0.28342,0.30523,0.28276,0.31828,0.28311,0.32529,0.28337,0.32899,0.28353,0.33067,0.28355,0.33185,0.28366,0.33232,0.28367,0.33271,0.28367,0.33483,0.28353
0.35255,0.49832,0.27441,0.29094,0.30089,0.28607,0.32138,0.28536,0.33512,0.28574,0.3425,0.28603,0.34639,0.28621,0.34817,0.28623,0.34941,0.28636,0.34991,0.28636,0.35031,0.28637,0.35255,0.28624
0.37027,0.51087,0.2882,0.29408,0.31601,0.28883,0.33753,0.28806,0.35196,0.28848,0.35971,0.28881,0.3638,0.289,0.36566,0.28903,0.36697,0.28916,0.36749,0.28916,0.36792,0.28918,0.37027,0.28906
0.38798,0.52341,0.30199,0.29734,0.33113,0.2917,0.35368,0.29087,0.3688,0.29134,0.37692,0.29169,0.38121,0.29191,0.38316,0.29193,0.38453,0.29208,0.38507,0.29208,0.38552,0.2921,0.38798,0.292
0.4057,0.53595,0.31578,0.30074,0.34625,0.29469,0.36983,0.29379,0.38564,0.29431,0.39413,0.29469,0.39861,0.29493,0.40066,0.29496,0.40209,0.29512,0.40266,0.29512,0.40312,0.29515,0.4057,0.29505
0.42342,0.54849,0.32957,0.30427,0.36137,0.29781,0.38598,0.29683,0.40248,0.29739,0.41135,0.29782,0.41602,0.29807,0.41815,0.2981,0.41965,0.29829,0.42024,0.29828,0.42073,0.29831,0.42342,0.29822
