0,0.35404,0.42669,0.36669,0.38601,0.39623,0.36903,0.40307,0.37962,0.38314,0.3943
0.0062578,0.35461,0.42429,0.3679,0.38441,0.39622,0.36981,0.39985,0.38075,0.38266,0.3923
0.012516,0.35509,0.42202,0.36893,0.38268,0.3961,0.37032,0.39652,0.3816,0.38176,0.39036
0.018773,0.35549,0.41993,0.36977,0.38089,0.39586,0.37056,0.39325,0.38216,0.38049,0.38852
0.025031,0.35583,0.41802,0.37042,0.37911,0.39549,0.37054,0.39017,0.38241,0.37891,0.38684
0.031289,0.35607,0.4163,0.37087,0.37739,0.395,0.37027,0.38738,0.38238,0.37708,0.3853
0.037547,0.35628,0.41474,0.37112,0.37578,0.39439,0.36977,0.38492,0.38206,0.37509,0.38391
0.043805,0.35645,0.41334,0.37117,0.3743,0.39367,0.36907,0.38282,0.38149,0.37302,0.38266
0.050063,0.35656,0.41209,0.37104,0.37299,0.39285,0.36818,0.38107,0.38069,0.37095,0.38153
0.05632,0.35666,0.41095,0.37073,0.37185,0.39193,0.36715,0.37964,0.37968,0.36896,0.38051
0.062578,0.35672,0.40993,0.37025,0.37088,0.39092,0.36601,0.3785,0.3785,0.36711,0.37961
0.068836,0.35676,0.40901,0.36963,0.37008,0.38984,0.3648,0.37761,0.37719,0.36545,0.37877
0.075094,0.35679,0.40816,0.36886,0.36943,0.3887,0.36355,0.37692,0.37577,0.36403,0.37799
0.081352,0.35679,0.40738,0.36798,0.36891,0.3875,0.36229,0.3764,0.37429,0.36284,0.37725
0.08761,0.35679,0.40665,0.367,0.36852,0.38624,0.36106,0.37601,0.37277,0.3619,0.37657
0.093867,0.35677,0.40595,0.36595,0.36821,0.38497,0.35988,0.37569,0.37127,0.36119,0.37594
0.10013,0.35675,0.40526,0.36487,0.36797,0.38369,0.35879,0.37541,0.36983,0.36068,0.37538
0.10638,0.35672,0.40456,0.36377,0.36775,0.38241,0.35779,0.37513,0.3685,0.36035,0.37489
0.11264,0.35669,0.40382,0.36271,0.36752,0.38116,0.3569,0.37481,0.36731,0.36017,0.37448
0.1189,0.35665,0.40303,0.3617,0.36724,0.37995,0.35613,0.37442,0.3663,0.3601,0.37417
0.12516,0.35661,0.40215,0.36079,0.36689,0.37879,0.35546,0.37393,0.36547,0.36012,0.37397
0.13141,0.35656,0.40118,0.35998,0.36642,0.37766,0.35489,0.37335,0.36484,0.36022,0.3739
0.13767,0.35651,0.4001,0.35928,0.36584,0.37658,0.35443,0.37267,0.36437,0.36038,0.37396
0.14393,0.35645,0.39892,0.35869,0.36515,0.37556,0.35403,0.37193,0.36408,0.36058,0.37413
0.15019,0.35638,0.39765,0.35816,0.36437,0.37459,0.35367,0.37119,0.36394,0.36083,0.37447
0.15645,0.35629,0.39632,0.35766,0.36354,0.37365,0.35336,0.3705,0.36391,0.36115,0.37495
0.1627,0.35619,0.39498,0.35715,0.36272,0.37273,0.35308,0.36993,0.36398,0.36155,0.37558
0.16896,0.35608,0.39364,0.35664,0.36195,0.37186,0.35284,0.36949,0.36415,0.36205,0.37636
0.17522,0.35596,0.39232,0.35611,0.36124,0.37101,0.35263,0.36917,0.3644,0.36268,0.37731
0.18148,0.35582,0.39102,0.35558,0.36056,0.37021,0.35248,0.36897,0.36473,0.36345,0.37847
0.18773,0.35567,0.38975,0.35503,0.35991,0.36945,0.35235,0.36886,0.36515,0.36437,0.37979
0.19399,0.35549,0.3885,0.35448,0.35926,0.36871,0.35229,0.36883,0.36568,0.36545,0.38119
0.20025,0.3553,0.38727,0.35393,0.35861,0.36802,0.35229,0.36889,0.36632,0.36668,0.38273
0.20651,0.35508,0.38606,0.35338,0.35799,0.36739,0.35235,0.36904,0.36708,0.36804,0.3844
0.21277,0.35487,0.38486,0.35283,0.35742,0.36681,0.35246,0.3693,0.36795,0.36953,0.38615
0.21902,0.35463,0.38368,0.35229,0.35689,0.36628,0.35267,0.36968,0.36898,0.37113,0.38799
0.22528,0.35438,0.3825,0.35176,0.35641,0.36582,0.35294,0.37018,0.37013,0.37284,0.38988
0.23154,0.35412,0.38133,0.35125,0.35593,0.36541,0.35329,0.3708,0.37142,0.37463,0.39179
0.2378,0.35384,0.38018,0.35074,0.35546,0.36507,0.35371,0.37153,0.37277,0.3765,0.39368
0.24406,0.35356,0.37903,0.35025,0.35502,0.36479,0.35422,0.37237,0.37423,0.37843,0.39552
0.25031,0.35326,0.3779,0.34978,0.35464,0.36458,0.35481,0.3733,0.3758,0.3804,0.39725
0.25657,0.35296,0.37678,0.34933,0.35432,0.36445,0.35552,0.37435,0.37745,0.38238,0.39885
0.26283,0.35265,0.37568,0.3489,0.35402,0.36439,0.35632,0.37549,0.37916,0.38434,0.40026
0.26909,0.35233,0.37459,0.3485,0.35375,0.3644,0.35723,0.37674,0.38093,0.38625,0.40144
0.27534,0.35201,0.37352,0.34812,0.35353,0.36449,0.35821,0.37804,0.38274,0.38806,0.40234
