-1.4923,0.017166
-1.4922,0.01712
-1.4922,0.017075
-1.4921,0.017029
-1.492,0.016962
-1.4919,0.016895
-1.4919,0.016829
-1.4915,0.016551
-1.4911,0.016274
-1.4908,0.015996
-1.4896,0.015083
-1.4884,0.014171
-1.4872,0.013261
-1.4856,0.012038
-1.4851,0.011648
-1.4847,0.011325
-1.4842,0.011004
-1.4838,0.010682
-1.4829,0.010006
-1.4829,0.01
-1.4829,0.035
-1.4825,0.03464
-1.4821,0.034281
-1.4817,0.033922
-1.4786,0.031369
-1.4756,0.028835
-1.4752,0.028499
-1.4748,0.028163
-1.4744,0.027828
-1.4739,0.027373
-1.4733,0.026919
-1.4728,0.026465
-1.471,0.024971
-1.4692,0.023483
-1.4674,0.022002
-1.4663,0.021123
-1.4656,0.020518
-1.4653,0.02029
-1.465,0.020062
-1.4647,0.019835
-1.4641,0.019292
-1.4634,0.01875
-1.4627,0.018209
-1.4607,0.016577
-1.4587,0.014954
-1.4567,0.013337
-1.4551,0.012048
-1.4535,0.010764
-1.4525,0.01
-1.4525,0.035
-1.4521,0.034665
-1.4518,0.03433
-1.4514,0.033995
-1.4483,0.03129
-1.4453,0.028612
-1.4449,0.028258
-1.4445,0.027904
-1.4441,0.027551
-1.4432,0.026784
-1.4423,0.026019
-1.4414,0.025256
-1.4387,0.022955
-1.436,0.020673
-1.4345,0.019397
-1.434,0.018991
-1.4335,0.018586
-1.4331,0.018182
-1.4324,0.017661
-1.4318,0.017141
-1.4312,0.016622
-1.4292,0.014933
-1.4271,0.013254
-1.4251,0.011585
-1.4239,0.010626
-1.4235,0.010302
-1.4232,0.01
-1.4232,0.035
-1.423,0.03484
-1.4228,0.034679
-1.4226,0.034519
-1.4214,0.033411
-1.4202,0.032307
-1.419,0.031209
-1.4149,0.027585
-1.4108,0.024016
-1.4088,0.022252
-1.4085,0.021942
-1.4081,0.021631
-1.4077,0.021321
-1.4073,0.020924
-1.4068,0.020528
-1.4064,0.020133
-1.4054,0.019297
-1.4044,0.018464
-1.4034,0.017634
-1.4005,0.015168
-1.3976,0.012726
-1.396,0.011383
-1.3955,0.010961
-1.395,0.01054
-1.3945,0.01012
-1.3943,0.01
-1.3943,0.035
-1.394,0.034705
-1.3937,0.03441
-1.3934,0.034116
-1.3905,0.031518
-1.3877,0.028951
-1.3848,0.026414
-1.3789,0.021147
-1.3767,0.019268
-1.3745,0.017407
-1.3724,0.015562
-1.3702,0.013731
-1.3657,0.01
-1.3657,0.085
-1.3655,0.084803
-1.3654,0.084607
-1.3652,0.08441
-1.364,0.08301
-1.3627,0.081622
-1.3615,0.080247
-1.3588,0.077293
-1.3561,0.074393
-1.3534,0.071545
-1.3512,0.069259
-1.3491,0.067177
-1.3471,0.06512
-1.3451,0.063088
-1.3418,0.059839
-1.3385,0.056642
-1.3352,0.053497
-1.3319,0.050401
-1.3304,0.049044
-1.329,0.047695
-1.3275,0.046355
-1.3261,0.045024
-1.323,0.042267
-1.3199,0.039542
-1.3169,0.036846
-1.3154,0.035604
-1.314,0.034366
-1.3126,0.033134
-1.3112,0.031907
-1.3098,0.030687
-1.3079,0.029124
-1.3061,0.027571
-1.3043,0.026026
-1.302,0.024095
-1.3006,0.022973
-1.3002,0.022603
-1.2997,0.022233
-1.2993,0.021864
-1.2987,0.02137
-1.2981,0.020878
-1.2975,0.020386
-1.2955,0.018736
-1.2935,0.017094
-1.2915,0.015461
-1.2909,0.014963
-1.2904,0.014562
-1.2899,0.014163
-1.2894,0.013763
-1.2888,0.013251
-1.2882,0.012739
-1.2875,0.012227
-1.2855,0.01056
-1.2848,0.01
-1.2848,0.035
-1.2845,0.034749
-1.2842,0.034497
-1.2839,0.034246
-1.2812,0.031823
-1.2797,0.030518
-1.2792,0.030101
-1.2788,0.029686
-1.2783,0.02927
-1.2777,0.028715
-1.277,0.028161
-1.2764,0.027608
-1.2743,0.025735
-1.2721,0.023875
-1.27,0.022026
-1.2674,0.019821
-1.267,0.019509
-1.2666,0.019197
-1.2663,0.018886
-1.2658,0.018444
-1.2652,0.018003
-1.2647,0.017562
-1.2629,0.016036
-1.2611,0.014517
-1.2593,0.013005
-1.2581,0.012025
-1.2573,0.011351
-1.257,0.011097
-1.2567,0.010843
-1.2564,0.01059
-1.2557,0.01
-1.2557,0.035
-1.2554,0.034759
-1.2551,0.034518
-1.2549,0.034278
-1.2523,0.031892
-1.2497,0.029528
-1.2471,0.027185
-1.243,0.023527
-1.2414,0.022115
-1.2398,0.020711
-1.2382,0.019313
-1.2366,0.017922
-1.2335,0.015189
-1.2322,0.014113
-1.231,0.013041
-1.2297,0.011973
-1.2285,0.010908
-1.2274,0.01
-1.2274,0.035
-1.2271,0.034769
-1.2269,0.034538
-1.2267,0.034308
-1.2242,0.032023
-1.2218,0.02976
-1.2194,0.027518
-1.2172,0.025539
-1.2151,0.023574
-1.2129,0.021628
-1.2108,0.019697
-1.2086,0.017781
-1.2063,0.015736
-1.2049,0.014541
-1.2045,0.014144
-1.204,0.013748
-1.2036,0.013352
-1.2026,0.012482
-1.2016,0.011615
-1.2006,0.01075
-1.1997,0.01
-1.1997,0.035
-1.1995,0.034779
-1.1992,0.034558
-1.199,0.034338
-1.1967,0.032153
-1.1944,0.02999
-1.1922,0.027848
-1.1879,0.023948
-1.1863,0.022429
-1.1846,0.02092
-1.183,0.01942
-1.1813,0.01793
-1.1781,0.015033
-1.1748,0.01217
-1.1723,0.01
-1.1723,0.085
-1.1723,0.084912
-1.1722,0.084825
-1.1721,0.084737
