0,0.7
0.025031,0.67716
0.05632,0.63166
0.08761,0.56514
0.1189,0.48638
0.15019,0.42624
0.18148,0.41664
0.21277,0.41241
0.24406,0.40654
0.27534,0.40107
0.30663,0.39688
0.33792,0.39329
0.36921,0.39006
0.4005,0.38724
0.43179,0.38478
0.46308,0.38265
0.49437,0.38077
0.52566,0.37913
0.55695,0.37768
0.58824,0.37642
0.61952,0.37532
0.65081,0.37435
0.6821,0.3735
0.71339,0.37276
0.74468,0.37211
0.77597,0.37154
0.80726,0.37104
0.83855,0.3706
0.86984,0.37022
0.90113,0.36988
0.93242,0.36959
0.9637,0.36933
0.99499,0.3691
1.0263,0.3689
1.0576,0.36873
1.0889,0.36858
1.1202,0.36844
1.1514,0.36832
1.1827,0.36821
1.214,0.36812
1.2453,0.36804
1.2766,0.36798
1.3079,0.36791
1.3392,0.36786
1.3705,0.36782
1.4018,0.36778
1.433,0.36775
1.4643,0.36772
1.4956,0.36769
1.5269,0.36767
1.5582,0.36765
1.5895,0.36764
1.6208,0.36762
1.6521,0.36761
1.6834,0.3676
1.7146,0.36759
1.7459,0.36758
1.7772,0.36757
1.8085,0.36757
1.8398,0.36756
1.8711,0.36755
1.9024,0.36755
1.9337,0.36754
1.965,0.36754
1.9962,0.36754
2.0275,0.36753
2.0588,0.36753
2.0901,0.36753
2.1214,0.36753
2.1527,0.36753
2.184,0.36753
2.2153,0.36752
2.2466,0.36752
2.2778,0.36752
2.3091,0.36752
2.3404,0.36752
2.3717,0.36752
2.403,0.36752
2.4343,0.36752
2.4656,0.36751
2.4969,0.36751
2.5282,0.36751
2.5594,0.36751
2.5907,0.36751
2.622,0.36751
2.6533,0.36751
2.6846,0.36751
2.7159,0.36751
2.7472,0.36751
2.7785,0.36751
2.8098,0.36751
2.8411,0.36751
2.8723,0.36751
2.9036,0.36751
2.9349,0.36751
2.9662,0.36751
2.9975,0.36751
3.0288,0.36751
3.0601,0.36751
3.0914,0.36751
3.1227,0.36751
3.1539,0.36751
3.1852,0.36751
3.2165,0.36751
3.2478,0.36751
3.2791,0.36751
3.3104,0.36751
3.3417,0.36751
3.373,0.36751
3.4043,0.36751
3.4355,0.36751
3.4668,0.36751
3.4981,0.36751
3.5294,0.36751
3.5607,0.36751
3.592,0.36751
3.6233,0.36751
3.6546,0.36751
3.6859,0.36751
3.7171,0.36751
3.7484,0.36751
3.7797,0.36751
3.811,0.36751
3.8423,0.36751
3.8736,0.36751
3.9049,0.36751
3.9362,0.36751
3.9675,0.36751
3.9987,0.36751
4.03,0.36751
4.0613,0.36751
4.0926,0.36751
4.1239,0.36751
4.1552,0.36751
4.1865,0.36751
4.2178,0.36751
4.2491,0.36751
4.2804,0.36751
4.3116,0.36751
4.3429,0.36751
4.3742,0.36751
4.4055,0.36751
4.4368,0.36751
4.4681,0.36751
4.4994,0.36751
4.5307,0.36751
4.562,0.36751
4.5932,0.36751
4.6245,0.36751
4.6558,0.36751
4.6871,0.36751
4.7184,0.36751
4.7497,0.36751
4.781,0.36751
4.8123,0.36751
4.8436,0.36751
4.8748,0.36751
4.9061,0.36751
4.9374,0.36751
4.9687,0.36751
5,0.36751
