0,0.7
0.010013,0.74401
0.022528,0.79875
0.035044,0.85289
0.047559,0.90608
0.060075,0.95799
0.072591,1.0083
0.085106,1.0567
0.097622,1.1029
0.11014,1.1467
0.12265,1.1876
0.13517,1.2256
0.14768,1.2603
0.1602,1.2915
0.17272,1.3191
0.18523,1.3428
0.19775,1.3626
0.21026,1.3783
0.22278,1.3898
0.23529,1.397
0.24781,1.3999
0.26033,1.3985
0.27284,1.3928
0.28536,1.3828
0.29787,1.3686
0.31039,1.3502
0.3229,1.3278
0.33542,1.3016
0.34793,1.2716
0.36045,1.2381
0.37297,1.2013
0.38548,1.1613
0.398,1.1185
0.41051,1.0732
0.42303,1.0255
0.43554,0.9758
0.44806,0.92441
0.46058,0.87163
0.47309,0.81779
0.48561,0.76322
0.49812,0.70826
0.51064,0.65325
0.52315,0.59852
0.53567,0.54443
0.54819,0.49129
0.5607,0.43945
0.57322,0.38922
0.58573,0.3409
0.59825,0.29481
0.61076,0.25122
0.62328,0.21041
0.63579,0.17262
0.64831,0.13809
0.66083,0.10703
0.67334,0.07964
0.68586,0.056084
0.69837,0.036507
0.71089,0.02103
0.7234,0.0097508
0.73592,0.0027375
0.74844,3.3818e-05
0.76095,0.0016565
0.77347,0.0075954
0.78598,0.017814
0.7985,0.032249
0.81101,0.050811
0.82353,0.073386
0.83605,0.099833
0.84856,0.12999
0.86108,0.16367
0.87359,0.20067
0.88611,0.24075
0.89862,0.28367
0.91114,0.32916
0.92365,0.37695
0.93617,0.42673
0.94869,0.4782
0.9612,0.53104
0.97372,0.58493
0.98623,0.63952
0.99875,0.6945
1.0113,0.7495
1.0238,0.8042
1.0363,0.85826
1.0488,0.91133
1.0613,0.9631
1.0738,1.0132
1.0864,1.0615
1.0989,1.1074
1.1114,1.1509
1.1239,1.1916
1.1364,1.2292
1.1489,1.2635
1.1615,1.2944
1.174,1.3216
1.1865,1.345
1.199,1.3644
1.2115,1.3796
1.224,1.3907
1.2365,1.3975
1.2491,1.4
1.2616,1.3981
1.2741,1.392
1.2866,1.3816
1.2991,1.3669
1.3116,1.3482
1.3242,1.3254
1.3367,1.2987
1.3492,1.2684
1.3617,1.2346
1.3742,1.1974
1.3867,1.1572
1.3992,1.1141
1.4118,1.0685
1.4243,1.0206
1.4368,0.97074
1.4493,0.91919
1.4618,0.86629
1.4743,0.81236
1.4869,0.75773
1.4994,0.70275
1.5119,0.64775
1.5244,0.59308
1.5369,0.53906
1.5494,0.48605
1.562,0.43435
1.5745,0.38429
1.587,0.33619
1.5995,0.29033
1.612,0.24701
1.6245,0.20649
1.637,0.16901
1.6496,0.13482
1.6621,0.10412
1.6746,0.07711
1.6871,0.053945
1.6996,0.034773
1.7121,0.019712
1.7247,0.0088566
1.7372,0.0022727
1.7497,1.3527e-06
1.7622,0.0020565
1.7747,0.0084255
1.7872,0.019069
1.7997,0.033921
1.8123,0.05289
1.8248,0.075859
1.8373,0.10268
1.8498,0.1332
1.8623,0.16722
1.8748,0.20454
1.8874,0.24492
1.8999,0.28811
1.9124,0.33384
1.9249,0.38184
1.9374,0.4318
1.9499,0.48343
1.9625,0.53639
1.975,0.59036
1.9875,0.64501
2,0.7
